run_id,timestamp,generation,duration_sec,training_mode,speed_multiplier,collectors_total,collectors_real,collectors_injected,collectors_alive,hunters_total,hunters_alive,batteries_collected,batteries_collected_real,kills,best_collector_fitness,avg_collector_fitness,best_hunter_fitness,avg_hunter_fitness,avg_fit_battery,avg_fit_proximity,avg_fit_survival,avg_fit_hunter_penalty,avg_fit_escape,avg_fit_approach,avg_fit_death,avg_fit_idle,collector_sees_hunter_frames,collector_danger_frames,collector_escape_events,collector_approach_events,collector_neutral_events,escape_ratio,approach_ratio,avg_nearest_hunter_dist
20260510_164552,2026-05-10 16:47:02,8,6.2868,1,500,100,100,0,1,20,20,185,185,83,2195.415552,-8221.884674,2862.530546,2015.222193,185.000000,32.477434,223.980000,-13.234983,746.542308,-1043.931433,-8300.000000,-52.718000,0,30469,12852,17048,0,0.429833,0.570167,132.262778
20260510_164552,2026-05-10 16:47:08,9,6.0477,1,500,100,100,0,0,20,20,179,179,83,1439.956773,-8187.234310,2863.020329,1946.777633,179.000000,28.248884,205.555000,-10.808627,610.267932,-860.311500,-8300.000000,-39.186000,0,25812,11162,14116,5,0.441482,0.558320,135.131239
20260510_164552,2026-05-10 16:47:14,10,6.1914,1,500,100,100,0,0,20,20,184,184,66,1666.118098,-6391.219725,2861.864520,1844.010373,184.000000,31.785300,237.835000,-10.409816,661.575533,-856.531742,-6600.000000,-39.474000,0,23957,10642,12794,6,0.453972,0.545773,134.669632
20260510_164552,2026-05-10 16:47:21,11,6.3427,1,500,100,100,0,0,20,20,189,189,73,1706.073759,-7113.006259,3220.038573,1875.628408,189.000000,30.527584,237.200000,-12.218808,686.769188,-899.992224,-7300.000000,-44.292000,0,26665,11650,14524,1,0.445081,0.554881,130.987563
20260510_164552,2026-05-10 16:47:27,12,6.2118,1,500,100,100,0,1,20,20,184,184,83,2886.458703,-8187.438763,2866.247202,2026.597046,184.000000,29.918013,220.090000,-11.983702,693.114669,-963.019743,-8300.000000,-39.558000,0,26055,11170,14322,6,0.438074,0.561691,131.906186
20260510_164552,2026-05-10 16:47:35,13,7.5947,1,500,100,100,0,0,20,20,238,238,65,2170.806666,-6190.220978,2663.096418,1828.140997,238.000000,37.556125,288.685000,-11.593976,718.933502,-920.389629,-6500.000000,-41.412000,0,27015,12034,14437,0,0.454611,0.545389,137.180174
20260510_164552,2026-05-10 16:47:43,14,8.1055,1,500,100,100,0,1,20,20,318,318,57,3274.702227,-5217.833989,3065.811478,1739.711621,318.000000,42.450454,324.020000,-12.817886,886.275994,-1042.126551,-5700.000000,-33.636000,0,32445,14619,17200,0,0.459442,0.540558,140.770519
20260510_164552,2026-05-10 16:47:51,15,7.9544,1,500,100,100,0,1,20,20,276,276,58,2620.769101,-5396.858997,2968.145075,1714.971946,276.000000,41.852638,319.945000,-14.505669,942.799828,-1126.432794,-5800.000000,-36.518000,0,36681,16098,19838,4,0.447913,0.551976,141.505391
20260510_164552,2026-05-10 16:48:00,16,9.2758,1,500,100,100,0,6,20,20,420,420,59,5691.602970,-5241.565281,2478.701218,1821.624256,420.000000,54.239221,388.505000,-16.471337,1098.508429,-1228.010594,-5900.000000,-58.336000,0,39724,18320,20662,13,0.469804,0.529863,138.304068
20260510_164552,2026-05-10 16:48:09,17,8.9660,1,500,100,100,0,7,20,20,428,428,61,4922.448901,-5464.717691,2742.289429,1740.870732,428.000000,52.501883,375.615000,-11.621484,781.999042,-939.474133,-6100.000000,-51.738000,0,27623,12379,14662,0,0.457786,0.542214,138.052244
20260510_164552,2026-05-10 16:48:17,18,7.7103,1,500,100,100,0,2,20,20,270,270,61,3084.566253,-5753.677326,3470.167525,1748.324653,270.000000,41.051336,303.220000,-12.485317,801.795598,-997.234943,-6100.000000,-60.024000,0,30719,13629,16482,1,0.452610,0.547357,136.586311
20260510_164552,2026-05-10 16:48:25,19,7.8102,1,500,100,100,0,2,20,20,297,297,57,3763.360638,-5257.264676,2572.379041,1680.375670,297.000000,43.367293,314.455000,-11.693979,697.380939,-837.937928,-5700.000000,-59.836000,0,30208,14000,15636,1,0.472382,0.527584,141.516842
20260510_164552,2026-05-10 16:48:33,20,7.8682,1,500,100,100,0,4,20,20,314,314,66,3597.730216,-6189.986719,2877.003122,1889.521237,314.000000,41.393531,295.900000,-13.153132,871.443781,-1056.074899,-6600.000000,-43.496000,0,31884,14472,16787,0,0.462971,0.537029,138.369694
20260510_164552,2026-05-10 16:48:41,21,7.2771,1,500,100,100,0,1,20,20,303,303,76,3960.108125,-7248.663144,2689.230146,1922.912337,303.000000,39.061183,277.810000,-13.819770,758.179257,-968.329814,-7600.000000,-44.564000,0,32264,14411,17270,3,0.454835,0.545070,133.535685
20260510_164552,2026-05-10 16:48:50,22,9.3707,1,500,100,100,0,2,20,20,328,328,49,3518.846064,-4345.362859,2219.939243,1605.096853,328.000000,54.730071,382.760000,-16.522405,927.646298,-1054.452824,-4900.000000,-67.524000,0,41056,19063,21094,230,0.472008,0.522297,140.476128
20260510_164552,2026-05-10 16:48:59,23,8.7911,1,500,100,100,0,2,20,20,290,290,52,3420.077255,-4640.507876,3268.115643,1572.423692,290.000000,49.886525,361.580000,-12.307139,828.256869,-899.608132,-5200.000000,-58.316000,0,32267,14782,16781,47,0.467637,0.530876,143.776906
20260510_164552,2026-05-10 16:49:08,24,9.1134,1,500,100,100,0,2,20,20,283,283,48,3404.510501,-4252.852316,3881.524753,1702.855648,283.000000,51.788782,373.850000,-11.681263,711.583482,-781.675317,-4800.000000,-79.718000,0,28683,12988,15150,0,0.461582,0.538418,138.593780
20260510_164552,2026-05-10 16:49:50,25,41.7228,0,1,100,100,0,8,20,20,603,603,50,7526.775221,-4069.716488,2480.022980,1711.836739,603.000000,65.109234,454.490000,-14.343357,914.221310,-1011.401675,-5000.000000,-80.792000,0,35907,16263,18219,603,0.463531,0.519282,141.678187
20260510_164552,2026-05-10 16:50:32,26,41.7298,0,1,100,100,0,11,20,20,715,715,60,6130.942156,-5034.258829,3295.577410,1852.874399,715.000000,66.054798,453.585000,-17.359269,978.665004,-1146.962362,-6000.000000,-83.242000,0,37448,16984,19766,35,0.461710,0.537339,131.421136
20260510_165440,2026-05-10 16:54:52,0,11.4936,1,500,100,100,0,2,20,20,259,259,69,3126.872987,-6606.412992,2490.772661,1587.139785,259.000000,37.270991,255.840000,-11.796350,668.443635,-849.011267,-6900.000000,-66.160000,0,27520,12501,14494,0,0.463086,0.536914,138.085983
20260510_165440,2026-05-10 16:55:00,1,7.6204,1,500,100,100,0,1,20,20,308,308,63,4426.716412,-5970.468462,2237.033010,1591.819552,308.000000,41.639884,291.225000,-15.044683,793.880730,-1009.831393,-6300.000000,-80.338000,0,36226,16215,19435,1,0.454826,0.545146,137.560676
20260510_165440,2026-05-10 16:55:07,2,7.1171,1,500,100,100,0,1,20,20,264,264,60,2152.021891,-5656.004484,2492.653400,1541.533155,264.000000,37.804158,273.850000,-12.487671,687.950611,-833.739583,-6000.000000,-73.382000,0,30183,13637,15982,28,0.459979,0.539076,138.225107
20260510_165440,2026-05-10 16:55:15,3,8.5703,1,500,100,100,0,2,20,20,338,338,51,2922.275214,-4606.207915,2215.978782,1471.664132,338.000000,46.120688,345.855000,-14.046530,713.653672,-840.604745,-5100.000000,-95.186000,0,34781,16078,18150,7,0.469636,0.530159,139.551865
20260510_165440,2026-05-10 16:55:23,4,7.8101,1,500,100,100,0,2,20,20,325,325,66,3020.208543,-6211.007194,3043.822877,1710.850912,325.000000,41.942833,302.480000,-14.137878,845.111360,-1044.147510,-6600.000000,-67.256000,0,34325,15714,17953,34,0.466277,0.532714,137.895659
20260510_165440,2026-05-10 16:55:31,5,7.9741,1,500,100,100,0,1,20,20,329,329,62,3680.899858,-5728.521159,2992.257932,1640.033759,329.000000,45.296824,324.850000,-12.351470,745.988644,-879.507158,-6200.000000,-81.798000,0,31570,14965,15959,56,0.483054,0.515139,140.954962
20260510_165440,2026-05-10 16:55:39,6,6.9807,1,500,100,100,0,1,20,20,310,310,74,3701.957444,-7061.365788,3838.622933,1797.142466,310.000000,36.673948,265.285000,-12.004079,687.094865,-873.289521,-7400.000000,-75.126000,0,27037,11986,14555,5,0.451518,0.548294,129.881451
20260510_165440,2026-05-10 16:55:45,7,6.7209,1,500,100,100,0,0,20,20,280,280,74,1378.746872,-7091.689190,3254.707022,1824.732937,280.000000,33.666436,244.590000,-11.866475,707.794469,-881.191620,-7400.000000,-64.682000,0,26227,11616,14107,2,0.451545,0.548377,131.751434
20260510_165440,2026-05-10 16:55:52,8,6.9825,1,500,100,100,0,0,20,20,283,283,79,2123.942896,-7651.235670,3050.680625,1888.557661,283.000000,36.067624,259.630000,-12.845221,829.652237,-1074.734311,-7900.000000,-72.006000,0,29118,12687,15796,1,0.445408,0.554557,134.507418
20260510_165440,2026-05-10 16:55:59,9,6.6396,1,500,100,100,0,0,20,20,251,251,77,4190.445307,-7453.963960,2860.091825,1899.808646,251.000000,32.305113,231.530000,-9.378000,626.788811,-833.397884,-7700.000000,-52.812000,0,22052,9891,11619,0,0.459833,0.540167,135.749626
20260510_165440,2026-05-10 16:56:07,10,7.3801,1,500,100,100,0,0,20,20,291,291,73,2407.250384,-6957.131516,3091.973224,1874.123547,291.000000,39.135231,274.020000,-14.924625,910.524110,-1095.618233,-7300.000000,-61.268000,0,33955,15233,18105,0,0.456926,0.543074,134.739072
20260510_165440,2026-05-10 16:56:15,11,8.3390,1,500,100,100,0,1,20,20,394,394,78,3799.294342,-7386.210010,3283.189947,1931.897554,394.000000,45.913588,321.365000,-15.546276,952.086928,-1213.889250,-7800.000000,-70.140000,0,35825,15962,19176,6,0.454188,0.545641,135.318223
20260510_165440,2026-05-10 16:56:22,12,7.0568,1,500,100,100,0,1,20,20,277,277,74,3016.126566,-7142.168456,4485.016166,1863.031663,277.000000,37.337626,265.110000,-11.891640,691.387290,-943.059732,-7400.000000,-58.052000,0,27408,11513,15309,13,0.429029,0.570486,133.991009
20260510_165440,2026-05-10 16:56:31,13,8.8306,1,500,100,100,0,4,20,20,314,314,65,3024.290127,-6076.535790,2841.748991,1827.363219,314.000000,49.249630,348.760000,-16.224318,1004.459915,-1187.063017,-6500.000000,-89.718000,0,38804,17636,20412,35,0.463094,0.535987,138.422570
20260510_165440,2026-05-10 16:56:41,14,9.4378,1,500,100,100,0,2,20,20,349,349,56,3443.926010,-5096.598064,2877.059483,1703.394318,349.000000,49.400050,370.130000,-13.063871,875.027224,-1033.209467,-5600.000000,-93.882000,0,32273,14459,17127,4,0.457708,0.542165,140.520098
20260510_165440,2026-05-10 16:56:51,15,9.7391,1,500,100,100,0,5,20,20,430,430,49,3755.282886,-4227.806974,3278.865017,1650.923363,430.000000,57.187068,415.075000,-14.346480,1041.260988,-1149.987550,-4900.000000,-106.996000,0,36103,16893,18430,0,0.478244,0.521756,140.206849
20260510_165440,2026-05-10 16:57:00,16,8.8640,1,500,100,100,0,4,20,20,410,410,66,5328.036721,-6066.684674,2497.664423,1845.150625,410.000000,53.597643,372.285000,-15.237267,1040.432713,-1238.106763,-6600.000000,-89.656000,0,37205,16868,19511,36,0.463216,0.535796,139.230126
20260510_165440,2026-05-10 16:57:08,17,7.9951,1,500,100,100,0,1,20,20,364,364,71,2178.334063,-6660.483123,2870.725518,1971.312260,364.000000,43.766370,313.420000,-13.660909,903.123269,-1103.163852,-7100.000000,-67.968000,0,31953,14753,16556,1,0.471191,0.528777,136.383798
20260510_165440,2026-05-10 16:57:17,18,9.0710,1,500,100,100,0,4,20,20,313,313,66,3253.789101,-6193.130788,2879.677687,1890.071642,313.000000,48.951968,357.470000,-16.024417,1156.341547,-1370.019887,-6600.000000,-82.850000,0,38836,17812,20144,34,0.468860,0.530245,139.058004
20260510_165440,2026-05-10 16:57:59,19,41.5099,0,1,100,100,0,4,20,20,353,353,65,2895.548952,-6049.668472,2682.018073,1870.424781,353.000000,47.083657,333.745000,-16.189830,1123.846042,-1310.749341,-6500.000000,-80.404000,0,39042,17863,20336,12,0.467483,0.532203,138.073572
20260510_165440,2026-05-10 16:58:40,20,41.4485,0,1,100,100,0,2,20,20,417,417,82,2956.560442,-7765.661759,2694.044608,2085.091020,417.000000,47.791212,339.255000,-17.500745,1238.881968,-1518.511195,-8200.000000,-72.578000,0,41115,18415,21846,0,0.457391,0.542609,137.080043
20260510_165440,2026-05-10 16:59:22,21,41.6336,0,1,100,100,0,3,20,20,340,340,57,3582.893001,-5193.377364,2871.303582,1784.039753,340.000000,47.690949,361.125000,-15.199203,1005.140576,-1164.996687,-5700.000000,-67.138000,0,36950,17121,19067,27,0.472760,0.526495,139.215383
20260510_165440,2026-05-10 17:00:04,22,41.4201,0,1,100,100,0,4,20,20,453,453,63,3451.652035,-5714.618589,3088.235633,1815.800451,453.000000,50.490495,356.335000,-13.705359,955.342062,-1135.792787,-6300.000000,-80.288000,0,33988,15305,17946,11,0.460135,0.539535,141.613055
20260510_165440,2026-05-10 17:00:45,23,41.4588,0,1,100,100,0,1,20,20,293,293,78,2451.100970,-7532.169249,3287.869664,1972.651949,293.000000,39.066083,267.595000,-11.734530,705.604984,-972.210786,-7800.000000,-53.490000,0,28008,11927,15327,161,0.435054,0.559073,138.413619
20260510_170435,2026-05-10 17:04:45,0,10.6756,1,500,100,100,0,1,20,20,342,342,53,2364.436143,-4845.947266,2207.587788,1465.582514,342.000000,46.383018,333.610000,-15.458210,817.407515,-982.431590,-5300.000000,-87.458000,0,37553,17595,19331,0,0.476494,0.523506,136.005294
20260510_170435,2026-05-10 17:04:54,1,8.1602,1,500,100,100,0,1,20,20,292,292,65,2291.560658,-6144.371655,3078.314462,1642.127884,292.000000,44.176477,309.820000,-17.577808,978.196459,-1164.392782,-6500.000000,-86.594000,0,41374,19074,21664,0,0.468211,0.531789,133.117008
20260510_170435,2026-05-10 17:05:01,2,7.5356,1,500,100,100,0,2,20,20,302,302,70,2785.553686,-6686.140593,2865.988707,1721.390018,302.000000,40.893460,292.995000,-14.835472,834.602239,-1062.341821,-7000.000000,-79.454000,0,33983,15207,18194,0,0.455286,0.544714,135.891933
20260510_170435,2026-05-10 17:05:08,3,6.4280,1,500,100,100,0,0,20,20,204,204,71,1676.543896,-6911.136690,3384.194741,1790.730123,204.000000,32.577995,234.875000,-12.883482,715.934071,-919.126274,-7100.000000,-66.514000,0,30107,13413,16110,10,0.454170,0.545491,136.936815
20260510_170435,2026-05-10 17:05:16,4,7.8014,1,500,100,100,0,2,20,20,282,282,67,2521.004409,-6315.415946,2634.381660,1749.243666,282.000000,44.093287,307.505000,-14.804251,932.883603,-1088.179585,-6700.000000,-78.914000,0,34986,16441,17911,0,0.478604,0.521396,137.263375
20260510_170435,2026-05-10 17:05:24,5,7.5757,1,500,100,100,0,1,20,20,246,246,62,4150.544910,-5884.392216,3090.504343,1717.128361,246.000000,39.647425,293.115000,-12.291397,741.606560,-925.163804,-6200.000000,-67.306000,0,27393,12222,14597,4,0.455654,0.544197,132.508656
20260510_170435,2026-05-10 17:05:31,6,7.3458,1,500,100,100,0,1,20,20,239,239,66,3477.031654,-6254.301194,3023.053887,1824.031102,239.000000,38.801642,279.005000,-11.672315,766.895303,-906.216824,-6600.000000,-60.114000,0,27977,12794,14663,6,0.465863,0.533918,137.826801
20260510_170435,2026-05-10 17:05:40,7,8.5206,1,500,100,100,0,2,20,20,309,309,55,3305.620876,-5022.078484,2882.477344,1718.858932,309.000000,47.464090,356.205000,-12.790337,884.602874,-1035.332111,-5500.000000,-71.228000,0,31925,14632,16511,49,0.469095,0.529334,138.900271
20260510_170435,2026-05-10 17:05:48,8,8.6421,1,500,100,100,0,3,20,20,347,347,65,3071.669131,-6078.958559,2688.204616,1865.530453,347.000000,48.882783,356.875000,-14.258038,940.377082,-1180.395387,-6500.000000,-77.440000,0,34528,14982,18771,78,0.442848,0.554846,139.125560
20260510_170435,2026-05-10 17:05:56,9,7.2241,1,500,100,100,0,3,20,20,304,304,67,3684.044109,-6323.314889,3218.761302,1888.855120,304.000000,40.923854,285.770000,-12.521148,738.021794,-913.251389,-6700.000000,-66.258000,0,28331,12887,14850,25,0.464196,0.534904,133.940950
20260510_170435,2026-05-10 17:06:04,10,7.7494,1,500,100,100,0,2,20,20,318,318,69,4026.069258,-6554.956051,2888.691892,1869.488054,318.000000,41.076794,303.935000,-13.581373,828.363484,-1060.447956,-6900.000000,-72.302000,0,30979,13563,16806,4,0.446548,0.553320,133.778859
20260510_170435,2026-05-10 17:06:45,11,41.5394,0,1,100,100,0,1,20,20,241,241,69,3355.208368,-6577.206466,2880.188909,1812.117350,241.000000,39.025796,281.770000,-10.012156,635.291920,-795.782027,-6900.000000,-68.500000,0,25979,11042,14317,1,0.435410,0.564550,142.667710
20260510_170435,2026-05-10 17:06:54,12,8.8298,1,500,100,100,0,0,20,20,243,243,60,2636.111531,-5679.925312,2467.323288,1812.116104,243.000000,39.351506,291.080000,-9.766110,591.835536,-773.952244,-6000.000000,-61.474000,0,22472,9404,12506,29,0.428643,0.570035,137.973285
20260510_170435,2026-05-10 17:07:03,13,9.0876,1,500,100,100,0,2,20,20,402,402,59,4110.032896,-5310.467371,2877.288717,1784.090562,402.000000,50.539864,378.215000,-12.526941,855.714342,-1013.557636,-5900.000000,-70.852000,0,30999,14080,16257,16,0.463875,0.535598,138.200157
20260510_170435,2026-05-10 17:07:14,14,10.2433,1,500,100,100,0,9,20,20,487,487,64,4261.402878,-5707.018496,3019.382563,1877.116889,487.000000,60.790624,435.110000,-12.657702,854.126932,-1040.938350,-6400.000000,-90.450000,0,31650,14384,16515,102,0.463985,0.532725,141.658841
20260510_170435,2026-05-10 17:07:22,15,8.3592,1,500,100,100,0,1,20,20,301,301,62,3454.221468,-5745.267666,3251.904532,1725.933518,301.000000,44.678704,335.750000,-13.683007,931.904689,-1077.400051,-6200.000000,-67.518000,0,35554,16057,18764,12,0.460971,0.538685,141.445486
20260510_170435,2026-05-10 17:07:29,16,6.8232,1,500,100,100,0,0,20,20,245,245,75,3273.564110,-7271.989839,2859.083141,1940.587235,245.000000,35.005686,260.905000,-10.273025,639.969882,-872.433382,-7500.000000,-70.164000,0,24747,10689,13493,23,0.441603,0.557447,137.938833
20260510_170435,2026-05-10 17:07:38,17,8.8083,1,500,100,100,0,1,20,20,274,274,54,3496.206632,-4954.363106,3598.228498,1710.495712,274.000000,48.374215,351.400000,-12.308680,765.825140,-897.381782,-5400.000000,-84.272000,0,31453,14138,16649,7,0.459115,0.540657,139.455385
20260510_170435,2026-05-10 17:07:46,18,8.0534,1,500,100,100,0,2,20,20,255,255,60,3079.187108,-5635.543576,2649.243746,1775.928949,255.000000,38.516885,303.975000,-9.730668,604.743042,-770.991836,-6000.000000,-57.056000,0,25016,10569,13069,804,0.432411,0.534694,141.323679
20260510_170435,2026-05-10 17:07:56,19,9.1014,1,500,100,100,0,1,20,20,326,326,59,3024.381081,-5348.043725,2481.751880,1759.398986,326.000000,49.571463,366.795000,-12.428736,823.429811,-940.397262,-5900.000000,-61.014000,0,29609,13570,15414,10,0.468028,0.531627,138.010686
20260510_170435,2026-05-10 17:08:04,20,8.3146,1,500,100,100,0,3,20,20,389,389,64,4074.347869,-5866.133738,3275.303569,1896.063572,389.000000,46.933305,340.245000,-12.220801,822.779862,-992.637103,-6400.000000,-60.234000,0,30368,13336,16323,9,0.449508,0.550189,141.300064
20260510_170435,2026-05-10 17:08:46,21,41.6010,0,1,100,100,0,4,20,20,347,347,72,5073.976001,-6770.861079,2661.816968,1957.038217,347.000000,41.668794,290.250000,-10.353868,701.463565,-887.465569,-7200.000000,-53.424000,0,25895,11042,14205,21,0.436995,0.562174,139.248870
20260510_170435,2026-05-10 17:09:28,22,41.8019,0,1,100,100,0,4,20,20,358,358,56,4233.452686,-5029.619052,3286.347033,1716.439273,358.000000,51.589636,380.350000,-9.958520,660.574800,-804.190968,-5600.000000,-65.984000,0,25931,11345,13950,21,0.448136,0.551035,143.282575
20260510_171523,2026-05-10 17:15:35,0,11.5794,1,500,100,100,0,0,20,20,254,254,73,1195.858883,-7071.527398,2407.678009,1658.234441,254.000000,32.812606,228.810000,-11.827045,660.067196,-870.848155,-7300.000000,-64.542000,0,28162,12683,14978,0,0.458516,0.541484,139.460100
20260510_171523,2026-05-10 17:15:41,1,6.1691,1,500,101,100,1,0,20,20,242,239,72,1716.769395,-6893.668507,3679.070032,1802.311967,239.000000,32.372485,236.690000,-9.015806,438.564700,-647.746315,-7100.000000,-64.016000,0,20853,9262,11201,5,0.452511,0.547244,133.460440
20260510_171523,2026-05-10 17:15:48,2,6.7407,1,500,102,100,2,1,20,20,287,271,79,4112.641719,-7470.911242,3199.067031,1915.558667,271.000000,33.964538,245.200000,-13.169510,765.712750,-1011.440954,-7700.000000,-60.604000,0,30258,13544,16154,2,0.456027,0.543906,131.447061
20260510_171523,2026-05-10 17:15:55,3,6.2044,1,500,103,100,3,0,20,20,303,296,88,2245.536726,-8230.853157,3721.580032,1979.634687,296.000000,31.221076,220.985000,-12.359370,676.618136,-908.655890,-8500.000000,-54.338000,0,27818,12080,15262,1,0.441795,0.558168,132.825951
20260510_171523,2026-05-10 17:16:36,4,41.4593,0,1,104,100,4,0,20,20,242,234,91,3427.989410,-8538.067753,3064.341394,2029.242621,234.000000,26.916063,201.520000,-11.231322,587.608297,-880.049983,-8900.000000,-48.734000,0,23653,9977,13222,0,0.430062,0.569938,128.516604
20260510_171523,2026-05-10 17:17:15,5,38.7776,1,500,105,100,5,1,20,20,279,271,82,2559.630922,-7429.251822,4680.793556,1890.823734,271.000000,34.838544,246.325000,-13.083207,754.510356,-952.171882,-7900.000000,-62.114000,0,30558,13600,16496,0,0.451887,0.548113,133.889526
20260510_171523,2026-05-10 17:17:21,6,5.9707,1,500,105,100,5,0,20,20,224,208,86,5158.831306,-7950.864002,3263.501892,2068.146548,208.000000,29.369179,203.605000,-13.071788,759.391417,-1005.978166,-8200.000000,-49.994000,0,30820,13476,16793,1,0.445193,0.554774,131.638695
20260510_171523,2026-05-10 17:17:27,7,6.0946,1,500,105,100,5,0,20,20,253,245,86,3058.580683,-7883.290301,3612.795870,2058.111434,245.000000,29.063846,209.840000,-14.028071,768.953808,-998.243094,-8300.000000,-49.202000,0,33947,15032,18338,12,0.450303,0.549338,132.640938
20260510_171523,2026-05-10 17:17:34,8,6.1530,1,500,105,100,5,0,20,20,241,210,79,5356.584292,-7160.370249,4023.394273,1944.094637,210.000000,31.709970,225.755000,-9.208162,512.022079,-697.374518,-7500.000000,-53.040000,0,21481,9169,11871,6,0.435665,0.564050,132.247321
20260510_171523,2026-05-10 17:17:41,9,6.9147,1,500,105,100,5,1,20,20,279,254,86,5842.062542,-7808.796103,4594.672044,1956.628411,254.000000,33.539823,231.415000,-12.814324,676.313844,-898.377304,-8200.000000,-49.636000,0,29630,13006,16057,11,0.447341,0.552280,131.144303
20260510_171523,2026-05-10 17:17:47,10,6.8479,1,500,105,100,5,0,20,20,246,228,73,3142.262978,-6573.868491,3234.341715,1811.570518,228.000000,33.331213,246.470000,-11.071603,566.947528,-776.394571,-7100.000000,-47.012000,0,27963,11958,15502,1,0.435454,0.564510,130.166332
20260510_171523,2026-05-10 17:17:54,11,6.2667,1,500,105,100,5,0,20,20,223,213,82,2847.407631,-7483.776148,3239.022617,1927.622321,213.000000,30.350225,223.095000,-10.441230,537.456322,-758.993357,-7800.000000,-37.566000,0,25030,10759,13766,15,0.438427,0.560962,133.462347
20260510_171523,2026-05-10 17:18:01,12,7.3637,1,500,105,100,5,3,20,20,321,301,66,4641.901757,-5734.976814,3162.092061,1741.293658,301.000000,37.320912,276.240000,-9.843134,583.956969,-731.330372,-6400.000000,-54.618000,0,25427,11524,13362,19,0.462718,0.536519,137.949646
20260510_171523,2026-05-10 17:18:09,13,7.1629,1,500,105,100,5,1,20,20,304,284,81,7502.098872,-7259.245193,3052.566825,1886.982039,284.000000,35.313268,254.765000,-12.180691,728.415694,-961.441157,-7700.000000,-44.590000,0,30289,13477,16180,31,0.453954,0.545001,137.359477
20260510_171523,2026-05-10 17:18:17,14,7.9606,1,500,105,100,5,1,20,20,310,281,67,5877.095283,-5843.534236,3035.744001,1850.118833,281.000000,36.761052,298.280000,-11.962347,748.752667,-948.700057,-6500.000000,-54.702000,0,29373,13088,15654,24,0.454982,0.544184,137.106622
20260510_171523,2026-05-10 17:18:24,15,7.5022,1,500,105,100,5,1,20,20,323,286,87,3533.058148,-7830.354719,3070.468335,2008.724167,286.000000,37.398939,270.475000,-12.282689,669.811391,-937.731315,-8300.000000,-44.876000,0,30811,13265,16947,14,0.438861,0.560676,135.047455
20260510_171523,2026-05-10 17:18:31,16,6.7955,1,500,105,100,5,2,20,20,298,286,92,4153.618737,-8362.644518,3343.673224,2061.278381,286.000000,34.768378,245.850000,-13.156376,773.050507,-1046.932160,-8700.000000,-36.548000,0,30117,12959,16521,53,0.438797,0.559408,132.789251
20260510_171523,2026-05-10 17:18:39,17,7.0821,1,500,105,100,5,0,20,20,256,237,82,5111.772869,-7398.432427,2744.114888,1915.889282,237.000000,32.065095,247.100000,-12.679119,696.596525,-938.825125,-7800.000000,-38.048000,0,29701,12838,16248,24,0.441017,0.558159,133.696010
20260510_171523,2026-05-10 17:18:48,18,9.3664,1,500,105,100,5,0,20,20,358,325,56,6699.515553,-4603.339253,2726.363538,1563.939662,325.000000,47.151982,344.425000,-14.635908,799.963407,-934.071016,-5400.000000,-53.872000,0,38619,17613,20253,93,0.464001,0.533549,139.415832
20260510_171523,2026-05-10 17:18:56,19,7.4225,1,500,105,100,5,1,20,20,263,240,78,7130.674018,-6949.475460,3282.990210,1858.904229,240.000000,33.782976,246.355000,-11.296522,586.336260,-785.271410,-7600.000000,-42.716000,0,30216,13551,16052,28,0.457325,0.541730,135.404234
20260510_171523,2026-05-10 17:19:04,20,8.5715,1,500,105,100,5,1,20,20,319,281,73,7775.299054,-6362.352115,3073.187286,1879.024150,281.000000,44.116941,307.435000,-14.298468,799.209542,-1000.924205,-7100.000000,-52.038000,0,35289,15941,18661,27,0.460337,0.538884,136.945620
20260510_171523,2026-05-10 17:19:11,21,6.6918,1,500,105,100,5,2,20,20,258,233,83,8243.662111,-7435.814138,3257.334697,1909.065848,233.000000,34.161913,239.590000,-11.164271,631.429115,-819.350780,-7900.000000,-38.964000,0,25617,11054,14032,10,0.440469,0.559133,133.955427
20260510_171523,2026-05-10 17:19:19,22,7.6423,1,500,105,100,5,1,20,20,271,241,79,7166.510776,-7042.019226,3481.017176,1913.698182,241.000000,36.864873,263.040000,-11.320168,670.582228,-882.750426,-7500.000000,-40.214000,0,29386,12682,16014,68,0.440898,0.556738,135.579633
20260510_171523,2026-05-10 17:19:28,23,8.9741,1,500,105,100,5,5,20,20,470,393,72,10380.527513,-6106.634877,2883.499301,1905.404030,393.000000,46.519464,332.545000,-15.200472,913.274371,-1134.434322,-7000.000000,-48.770000,0,39610,18007,20821,4,0.463715,0.536181,139.066420
20260510_171523,2026-05-10 17:19:37,24,8.7690,1,500,105,100,5,2,20,20,360,333,73,6382.032147,-6296.793656,3275.104007,1927.897719,333.000000,45.603367,333.920000,-14.521485,901.951970,-1087.851558,-6900.000000,-42.942000,0,36340,16189,19455,14,0.454008,0.545600,136.977737
20260510_171523,2026-05-10 17:19:45,25,7.6710,1,500,105,100,5,4,20,20,298,243,77,7530.908308,-6789.035177,3230.085997,2002.099959,243.000000,34.154892,242.525000,-12.208216,720.459059,-918.023604,-7600.000000,-36.234000,0,29812,13404,15811,8,0.458680,0.541046,133.975417
20260510_171523,2026-05-10 17:19:53,26,8.3191,1,500,105,100,5,0,20,20,280,241,72,2038.780814,-6351.864257,2675.583904,1950.467780,241.000000,40.961030,287.770000,-14.205484,818.770278,-1044.884099,-6700.000000,-47.498000,0,35437,15807,18908,2,0.455310,0.544632,137.253350
